
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.018711                       # Number of seconds simulated
system.l2.SCUpgradeReq_hits::total                  6                       # number of SCUpgradeReq hits
system.l2.ReadExReq_hits::cpu0.data                66                       # number of ReadExReq hits
system.l2.ReadExReq_hits::cpu1.data                34                       # number of ReadExReq hits
system.l2.ReadExReq_hits::cpu2.data                25                       # number of ReadExReq hits
system.l2.ReadExReq_hits::cpu3.data                 9                       # number of ReadExReq hits
system.l2.ReadExReq_hits::total                   134                       # number of ReadExReq hits
system.l2.demand_hits::cpu0.inst                 3373                       # number of demand (read+write) hits
system.l2.demand_hits::cpu0.data                  662                       # number of demand (read+write) hits
system.l2.demand_hits::cpu1.inst                  760                       # number of demand (read+write) hits
system.l2.demand_hits::cpu1.data                  329                       # number of demand (read+write) hits
system.l2.demand_hits::cpu2.inst                  768                       # number of demand (read+write) hits
system.l2.demand_hits::cpu2.data                  493                       # number of demand (read+write) hits
system.l2.demand_hits::cpu3.inst                  630                       # number of demand (read+write) hits
system.l2.demand_hits::cpu3.data                  364                       # number of demand (read+write) hits
system.l2.demand_hits::total                     7379                       # number of demand (read+write) hits
system.l2.overall_hits::cpu0.inst                3373                       # number of overall hits
system.l2.overall_hits::cpu0.data                 662                       # number of overall hits
system.l2.overall_hits::cpu1.inst                 760                       # number of overall hits
system.l2.overall_hits::cpu1.data                 329                       # number of overall hits
system.l2.overall_hits::cpu2.inst                 768                       # number of overall hits
system.l2.overall_hits::cpu2.data                 493                       # number of overall hits
system.l2.overall_hits::cpu3.inst                 630                       # number of overall hits
system.l2.overall_hits::cpu3.data                 364                       # number of overall hits
system.l2.overall_hits::total                    7379                       # number of overall hits
system.l2.ReadReq_misses::cpu0.inst              2750                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu0.data             38238                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu1.inst               365                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu1.data             37174                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu2.inst               195                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu2.data             37116                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu3.inst                99                       # number of ReadReq misses
system.l2.ReadReq_misses::cpu3.data             37069                       # number of ReadReq misses
system.l2.ReadReq_misses::total                153006                       # number of ReadReq misses
system.l2.UpgradeReq_misses::cpu0.data              6                       # number of UpgradeReq misses
system.l2.UpgradeReq_misses::cpu1.data              1                       # number of UpgradeReq misses
system.l2.UpgradeReq_misses::total                  7                       # number of UpgradeReq misses
system.l2.SCUpgradeReq_misses::cpu0.data            4                       # number of SCUpgradeReq misses
system.l2.SCUpgradeReq_misses::cpu1.data            1                       # number of SCUpgradeReq misses
system.l2.SCUpgradeReq_misses::cpu2.data            1                       # number of SCUpgradeReq misses
system.l2.SCUpgradeReq_misses::cpu3.data            2                       # number of SCUpgradeReq misses
system.l2.SCUpgradeReq_misses::total                8                       # number of SCUpgradeReq misses
system.l2.ReadExReq_misses::cpu0.data           47506                       # number of ReadExReq misses
system.l2.ReadExReq_misses::cpu1.data           12380                       # number of ReadExReq misses
system.l2.ReadExReq_misses::cpu2.data           12376                       # number of ReadExReq misses
system.l2.ReadExReq_misses::cpu3.data           12383                       # number of ReadExReq misses
system.l2.ReadExReq_misses::total               84645                       # number of ReadExReq misses
system.l2.demand_misses::cpu0.inst               2750                       # number of demand (read+write) misses
system.l2.demand_misses::cpu0.data              85744                       # number of demand (read+write) misses
system.l2.demand_misses::cpu1.inst                365                       # number of demand (read+write) misses
system.l2.demand_misses::cpu1.data              49554                       # number of demand (read+write) misses
system.l2.demand_misses::cpu2.inst                195                       # number of demand (read+write) misses
system.l2.demand_misses::cpu2.data              49492                       # number of demand (read+write) misses
system.l2.demand_misses::cpu3.inst                 99                       # number of demand (read+write) misses
system.l2.demand_misses::cpu3.data              49452                       # number of demand (read+write) misses
system.l2.demand_misses::total                 237651                       # number of demand (read+write) misses
system.l2.overall_misses::cpu0.inst              2750                       # number of overall misses
system.l2.overall_misses::cpu0.data             85744                       # number of overall misses
system.l2.overall_misses::cpu1.inst               365                       # number of overall misses
system.l2.overall_misses::cpu1.data             49554                       # number of overall misses
system.l2.overall_misses::cpu2.inst               195                       # number of overall misses
system.l2.overall_misses::cpu2.data             49492                       # number of overall misses
system.l2.overall_misses::cpu3.inst                99                       # number of overall misses
system.l2.overall_misses::cpu3.data             49452                       # number of overall misses
system.l2.overall_misses::total                237651                       # number of overall misses
system.l2.ReadReq_miss_latency::cpu0.inst    143103000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu0.data   2022102000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu1.inst     18918000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu1.data   1965339000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu2.inst      9774000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu2.data   1963283000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu3.inst      4947000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::cpu3.data   1960738000                       # number of ReadReq miss cycles
system.l2.ReadReq_miss_latency::total      8088204000                       # number of ReadReq miss cycles
system.l2.UpgradeReq_miss_latency::cpu0.data        52000                       # number of UpgradeReq miss cycles
system.l2.UpgradeReq_miss_latency::total        52000                       # number of UpgradeReq miss cycles
system.l2.ReadExReq_miss_latency::cpu0.data   2512087000                       # number of ReadExReq miss cycles
system.l2.ReadExReq_miss_latency::cpu1.data    674196000                       # number of ReadExReq miss cycles
system.l2.ReadExReq_miss_latency::cpu2.data    692366000                       # number of ReadExReq miss cycles
system.l2.ReadExReq_miss_latency::cpu3.data    690572000                       # number of ReadExReq miss cycles
system.l2.ReadExReq_miss_latency::total    4569221000                       # number of ReadExReq miss cycles
system.l2.demand_miss_latency::cpu0.inst    143103000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu0.data   4534189000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu1.inst     18918000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu1.data   2639535000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu2.inst      9774000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu2.data   2655649000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu3.inst      4947000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::cpu3.data   2651310000                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::total      12657425000                       # number of demand (read+write) miss cycles
system.l2.overall_miss_latency::cpu0.inst    143103000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu0.data   4534189000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu1.inst     18918000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu1.data   2639535000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu2.inst      9774000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu2.data   2655649000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu3.inst      4947000                       # number of overall miss cycles
system.l2.overall_miss_latency::cpu3.data   2651310000                       # number of overall miss cycles
system.l2.overall_miss_latency::total     12657425000                       # number of overall miss cycles
system.l2.ReadReq_accesses::cpu0.inst            6123                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu0.data           38834                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu1.inst            1125                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu1.data           37469                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu2.inst             963                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu2.data           37584                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu3.inst             729                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::cpu3.data           37424                       # number of ReadReq accesses(hits+misses)
system.l2.ReadReq_accesses::total              160251                       # number of ReadReq accesses(hits+misses)
system.l2.Writeback_accesses::writebacks       116729                       # number of Writeback accesses(hits+misses)
system.l2.Writeback_accesses::total            116729                       # number of Writeback accesses(hits+misses)
system.l2.UpgradeReq_accesses::cpu0.data           10                       # number of UpgradeReq accesses(hits+misses)
system.l2.UpgradeReq_accesses::cpu1.data            3                       # number of UpgradeReq accesses(hits+misses)
system.l2.UpgradeReq_accesses::cpu2.data            2                       # number of UpgradeReq accesses(hits+misses)
system.l2.UpgradeReq_accesses::cpu3.data            1                       # number of UpgradeReq accesses(hits+misses)
system.l2.UpgradeReq_accesses::total               16                       # number of UpgradeReq accesses(hits+misses)
system.l2.SCUpgradeReq_accesses::cpu0.data            5                       # number of SCUpgradeReq accesses(hits+misses)
system.l2.SCUpgradeReq_accesses::cpu1.data            1                       # number of SCUpgradeReq accesses(hits+misses)
system.l2.SCUpgradeReq_accesses::cpu2.data            3                       # number of SCUpgradeReq accesses(hits+misses)
system.l2.SCUpgradeReq_accesses::cpu3.data            5                       # number of SCUpgradeReq accesses(hits+misses)
system.l2.SCUpgradeReq_accesses::total             14                       # number of SCUpgradeReq accesses(hits+misses)
system.l2.ReadExReq_accesses::cpu0.data         47572                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_accesses::cpu1.data         12414                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_accesses::cpu2.data         12401                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_accesses::cpu3.data         12392                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_accesses::total             84779                       # number of ReadExReq accesses(hits+misses)
system.l2.demand_accesses::cpu0.inst             6123                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu0.data            86406                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu1.inst             1125                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu1.data            49883                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu2.inst              963                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu2.data            49985                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu3.inst              729                       # number of demand (read+write) accesses
system.l2.demand_accesses::cpu3.data            49816                       # number of demand (read+write) accesses
system.l2.demand_accesses::total               245030                       # number of demand (read+write) accesses
system.l2.overall_accesses::cpu0.inst            6123                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu0.data           86406                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu1.inst            1125                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu1.data           49883                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu2.inst             963                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu2.data           49985                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu3.inst             729                       # number of overall (read+write) accesses
system.l2.overall_accesses::cpu3.data           49816                       # number of overall (read+write) accesses
system.l2.overall_accesses::total              245030                       # number of overall (read+write) accesses
system.l2.ReadReq_miss_rate::cpu0.inst       0.449126                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu0.data       0.984653                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu1.inst       0.324444                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu1.data       0.992127                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu2.inst       0.202492                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu2.data       0.987548                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu3.inst       0.135802                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::cpu3.data       0.990514                       # miss rate for ReadReq accesses
system.l2.ReadReq_miss_rate::total           0.954790                       # miss rate for ReadReq accesses
system.l2.UpgradeReq_miss_rate::cpu0.data     0.600000                       # miss rate for UpgradeReq accesses
system.l2.UpgradeReq_miss_rate::cpu1.data     0.333333                       # miss rate for UpgradeReq accesses
system.l2.UpgradeReq_miss_rate::total        0.437500                       # miss rate for UpgradeReq accesses
system.l2.SCUpgradeReq_miss_rate::cpu0.data     0.800000                       # miss rate for SCUpgradeReq accesses
system.l2.SCUpgradeReq_miss_rate::cpu1.data            1                       # miss rate for SCUpgradeReq accesses
system.l2.SCUpgradeReq_miss_rate::cpu2.data     0.333333                       # miss rate for SCUpgradeReq accesses
system.l2.SCUpgradeReq_miss_rate::cpu3.data     0.400000                       # miss rate for SCUpgradeReq accesses
system.l2.SCUpgradeReq_miss_rate::total      0.571429                       # miss rate for SCUpgradeReq accesses
system.l2.ReadExReq_miss_rate::cpu0.data     0.998613                       # miss rate for ReadExReq accesses
system.l2.ReadExReq_miss_rate::cpu1.data     0.997261                       # miss rate for ReadExReq accesses
system.l2.ReadExReq_miss_rate::cpu2.data     0.997984                       # miss rate for ReadExReq accesses
system.l2.ReadExReq_miss_rate::cpu3.data     0.999274                       # miss rate for ReadExReq accesses
system.l2.ReadExReq_miss_rate::total         0.998419                       # miss rate for ReadExReq accesses
system.l2.demand_miss_rate::cpu0.inst        0.449126                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu0.data        0.992338                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu1.inst        0.324444                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu1.data        0.993405                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu2.inst        0.202492                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu2.data        0.990137                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu3.inst        0.135802                       # miss rate for demand accesses
system.l2.demand_miss_rate::cpu3.data        0.992693                       # miss rate for demand accesses
system.l2.demand_miss_rate::total            0.969885                       # miss rate for demand accesses
system.l2.overall_miss_rate::cpu0.inst       0.449126                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu0.data       0.992338                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu1.inst       0.324444                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu1.data       0.993405                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu2.inst       0.202492                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu2.data       0.990137                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu3.inst       0.135802                       # miss rate for overall accesses
system.l2.overall_miss_rate::cpu3.data       0.992693                       # miss rate for overall accesses
system.l2.overall_miss_rate::total           0.969885                       # miss rate for overall accesses
system.l2.ReadReq_avg_miss_latency::cpu0.inst 52037.454545                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu0.data 52882.002197                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu1.inst 51830.136986                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu1.data 52868.644752                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu2.inst 50123.076923                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu2.data 52895.867012                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu3.inst 49969.696970                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::cpu3.data 52894.278238                       # average ReadReq miss latency
system.l2.ReadReq_avg_miss_latency::total 52862.005412                       # average ReadReq miss latency
system.l2.UpgradeReq_avg_miss_latency::cpu0.data  8666.666667                       # average UpgradeReq miss latency
system.l2.UpgradeReq_avg_miss_latency::total  7428.571429                       # average UpgradeReq miss latency
system.l2.ReadExReq_avg_miss_latency::cpu0.data 52879.362607                       # average ReadExReq miss latency
system.l2.ReadExReq_avg_miss_latency::cpu1.data 54458.481422                       # average ReadExReq miss latency
system.l2.ReadExReq_avg_miss_latency::cpu2.data 55944.246930                       # average ReadExReq miss latency
system.l2.ReadExReq_avg_miss_latency::cpu3.data 55767.746104                       # average ReadExReq miss latency
system.l2.ReadExReq_avg_miss_latency::total 53980.991199                       # average ReadExReq miss latency
system.l2.demand_avg_miss_latency::cpu0.inst 52037.454545                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu0.data 52880.539746                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu1.inst 51830.136986                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu1.data 53265.831214                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu2.inst 50123.076923                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu2.data 53658.146771                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu3.inst 49969.696970                       # average overall miss latency
system.l2.demand_avg_miss_latency::cpu3.data 53613.807328                       # average overall miss latency
system.l2.demand_avg_miss_latency::total 53260.558550                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu0.inst 52037.454545                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu0.data 52880.539746                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu1.inst 51830.136986                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu1.data 53265.831214                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu2.inst 50123.076923                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu2.data 53658.146771                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu3.inst 49969.696970                       # average overall miss latency
system.l2.overall_avg_miss_latency::cpu3.data 53613.807328                       # average overall miss latency
system.l2.overall_avg_miss_latency::total 53260.558550                       # average overall miss latency
system.l2.blocked_cycles::no_mshrs                  0                       # number of cycles access was blocked
system.l2.blocked_cycles::no_targets                0                       # number of cycles access was blocked
system.l2.blocked::no_mshrs                         0                       # number of cycles access was blocked
system.l2.blocked::no_targets                       0                       # number of cycles access was blocked
system.l2.avg_blocked_cycles::no_mshrs            nan                       # average number of cycles each access was blocked
system.l2.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.l2.fast_writes                               0                       # number of fast writes performed
system.l2.cache_copies                              0                       # number of cache copies performed
system.l2.writebacks::writebacks               114607                       # number of writebacks
system.l2.writebacks::total                    114607                       # number of writebacks
system.l2.ReadReq_mshr_hits::cpu0.inst              5                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu0.data              9                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu1.inst             31                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu1.data             14                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu2.inst             51                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu2.data             22                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu3.inst             21                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::cpu3.data             18                       # number of ReadReq MSHR hits
system.l2.ReadReq_mshr_hits::total                171                       # number of ReadReq MSHR hits
system.l2.demand_mshr_hits::cpu0.inst               5                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu0.data               9                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu1.inst              31                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu1.data              14                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu2.inst              51                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu2.data              22                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu3.inst              21                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::cpu3.data              18                       # number of demand (read+write) MSHR hits
system.l2.demand_mshr_hits::total                 171                       # number of demand (read+write) MSHR hits
system.l2.overall_mshr_hits::cpu0.inst              5                       # number of overall MSHR hits
